,Unnamed: 0,Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
137,137,0,0,0,,5.0,3.0,,3.0,8.0,9.0,11.0,13.1,14.9,11.0,800.0,900.0,1100.0,1302.0,1502.0,1140.0,104.0,249.0,,0.0
138,138,0,0,0,,4.0,3.0,1.0,,8.9,11.1,12.7,14.5,19.4,12.6,680.0,890.0,1200.0,1400.0,2000.0,1184.0,94.0,65.0,,0.0
139,139,0,0,0,,4.0,3.0,2.0,,8.0,9.0,11.0,13.4,15.0,10.9,750.0,819.0,1093.0,1250.0,1350.0,1064.0,97.0,269.0,,0.0
140,140,0,0,0,,4.0,4.0,,,9.4,10.8,12.3,15.7,19.4,12.6,800.0,1000.0,1250.0,1636.0,2000.0,1346.0,107.0,279.0,,0.0
141,141,0,0,0,,5.0,4.0,,1.0,12.0,12.3,13.5,19.3,19.4,14.1,660.0,680.0,800.0,843.0,1010.0,799.0,56.0,82.0,,0.0
142,142,0,0,0,,5.0,4.0,,3.0,9.4,10.4,12.0,14.8,18.2,12.4,1000.0,1180.0,1330.0,1700.0,2266.0,1472.0,119.0,197.0,,0.0
143,143,0,0,0,,4.0,4.0,1.0,,10.3,12.0,12.5,14.8,19.4,12.8,680.0,1020.0,1200.0,1650.0,2000.0,1289.0,100.0,74.0,,0.0
144,144,0,0,0,,4.0,4.0,2.0,,9.4,10.8,12.3,15.8,19.0,12.5,800.0,1000.0,1297.0,1470.0,2530.0,1364.0,109.0,205.0,,0.0
145,145,0,0,0,,4.0,5.0,,,9.8,11.7,13.3,14.5,16.3,12.9,800.0,980.0,1100.0,1365.0,1565.0,1135.0,88.0,201.0,31623.0,0.0
146,146,0,0,0,,5.0,5.0,,1.0,7.4,11.8,13.3,16.3,16.3,13.2,500.0,800.0,800.0,980.0,1110.0,862.0,65.0,70.0,14842.0,0.0
147,147,0,0,0,,5.0,5.0,,3.0,9.8,11.5,13.3,14.4,16.5,12.8,1020.0,1100.0,1290.0,1500.0,1600.0,1310.0,102.0,131.0,16782.0,0.0
148,148,0,0,0,,4.0,5.0,1.0,,13.0,14.3,14.5,16.5,17.4,14.8,1215.0,1320.0,1555.0,1600.0,1600.0,1446.0,98.0,67.0,,0.0
149,149,0,0,0,,4.0,5.0,2.0,,9.8,11.5,13.3,13.9,16.3,12.3,800.0,800.0,1020.0,1168.0,1400.0,1046.0,85.0,134.0,,0.0
150,150,0,0,0,,6.0,,,,9.2,10.6,12.5,15.0,18.0,12.1,430.0,520.0,640.0,760.0,922.0,669.0,55.0,32161.0,185160.0,0.0
151,151,0,0,0,,7.0,,,4.0,12.2,13.8,16.7,20.0,23.3,16.4,341.0,395.0,450.0,503.0,565.0,452.0,28.0,5662.0,29291.0,0.0
152,152,0,0,0,,7.0,,,5.0,10.4,12.0,14.1,15.9,18.0,13.8,450.0,500.0,575.0,650.0,720.0,582.0,42.0,11833.0,62166.0,0.0
153,153,0,0,0,,7.0,,,6.0,8.8,10.0,11.4,13.0,14.5,11.4,571.0,640.0,719.0,808.0,916.0,733.0,65.0,10801.0,63332.0,0.0
154,154,0,0,0,,7.0,,,7.0,7.6,9.2,10.3,11.6,13.6,10.5,610.0,710.0,850.0,1036.0,1290.0,919.0,88.0,3865.0,30371.0,0.0
155,155,0,0,0,,6.0,,1.0,,10.0,11.3,13.5,15.7,18.4,12.9,450.0,545.0,650.0,790.0,945.0,693.0,54.0,8488.0,,0.0
156,156,0,0,0,,7.0,,1.0,4.0,12.9,14.2,16.7,20.0,23.3,16.7,370.0,411.0,460.0,530.0,585.0,470.0,28.0,1584.0,,0.0
157,157,0,0,0,,7.0,,1.0,5.0,11.5,12.9,14.7,16.3,18.3,14.5,480.0,540.0,600.0,680.0,740.0,609.0,42.0,3361.0,,0.0
158,158,0,0,0,,7.0,,1.0,6.0,9.5,10.6,12.0,13.7,15.0,12.1,600.0,665.0,750.0,850.0,940.0,768.0,63.0,2716.0,,0.0
159,159,0,0,0,,7.0,,1.0,7.0,8.1,9.7,10.7,12.6,14.2,11.0,650.0,772.0,900.0,1100.0,1350.0,981.0,89.0,827.0,,0.0
160,160,0,0,0,,6.0,,2.0,,9.0,10.3,12.1,14.8,17.7,11.8,420.0,508.0,630.0,750.0,914.0,659.0,56.0,23673.0,,0.0
161,161,0,0,0,,7.0,,2.0,4.0,11.7,13.4,16.7,20.1,23.4,16.3,336.0,383.0,448.0,500.0,557.0,444.0,27.0,4078.0,,0.0
162,162,0,0,0,,7.0,,2.0,5.0,10.0,11.5,13.7,15.6,17.8,13.4,439.0,498.0,560.0,641.0,710.0,571.0,42.0,8472.0,,0.0
163,163,0,0,0,,7.0,,2.0,6.0,8.6,10.0,11.2,12.7,14.2,11.1,549.0,630.0,705.0,800.0,904.0,721.0,65.0,8085.0,,0.0
164,164,0,0,0,,7.0,,2.0,7.0,7.5,9.1,10.0,11.3,13.4,10.2,600.0,700.0,836.0,1010.0,1250.0,895.0,87.0,3038.0,,0.0
165,165,0,0,0,,6.0,1.0,,,9.0,10.3,12.5,15.0,17.7,11.9,400.0,480.0,590.0,700.0,850.0,620.0,52.0,10243.0,,0.0
166,166,0,0,0,,7.0,1.0,,4.0,11.7,13.1,15.6,19.8,23.3,15.7,340.0,382.0,442.0,500.0,551.0,443.0,28.0,2334.0,,0.0
167,167,0,0,0,,7.0,1.0,,5.0,10.0,11.4,13.5,15.5,17.6,13.3,427.0,480.0,542.0,610.0,690.0,554.0,42.0,4316.0,,0.0
168,168,0,0,0,,7.0,1.0,,6.0,8.4,9.8,11.0,12.6,13.8,10.8,551.0,620.0,688.0,760.0,850.0,693.0,64.0,2658.0,,0.0
169,169,0,0,0,,7.0,1.0,,7.0,6.7,8.4,10.0,11.0,13.9,9.9,580.0,711.0,850.0,1100.0,1350.0,942.0,95.0,935.0,,0.0
170,170,0,0,0,,6.0,1.0,1.0,,10.0,11.7,13.8,16.2,18.9,13.2,430.0,500.0,600.0,710.0,889.0,644.0,49.0,2392.0,,0.0
171,171,0,0,0,,6.0,1.0,2.0,,8.7,10.0,11.9,14.8,17.6,11.5,400.0,470.0,590.0,697.0,847.0,612.0,53.0,7851.0,,0.0
172,172,0,0,0,,6.0,2.0,,,8.8,10.0,11.3,13.6,17.0,11.3,450.0,525.0,645.0,736.0,890.0,657.0,58.0,7395.0,,0.0
173,173,0,0,0,,7.0,2.0,,4.0,12.1,14.8,16.7,20.4,24.0,16.9,350.0,400.0,453.0,500.0,560.0,459.0,27.0,1028.0,,0.0
174,174,0,0,0,,7.0,2.0,,5.0,10.4,11.4,12.9,14.9,17.9,13.1,450.0,495.0,550.0,625.0,700.0,567.0,43.0,1925.0,,0.0
175,175,0,0,0,,7.0,2.0,,6.0,8.2,9.5,10.7,12.0,13.2,10.5,528.0,600.0,673.0,745.0,833.0,678.0,64.0,3112.0,,0.0
176,176,0,0,0,,7.0,2.0,,7.0,8.2,9.5,10.2,11.1,13.3,10.3,621.0,690.0,750.0,900.0,1090.0,820.0,79.0,1330.0,,0.0
177,177,0,0,0,,6.0,2.0,1.0,,9.4,10.6,12.1,14.8,17.1,12.1,470.0,550.0,650.0,750.0,890.0,680.0,56.0,1692.0,,0.0
178,178,0,0,0,,6.0,2.0,2.0,,8.5,10.0,11.0,13.2,16.9,11.1,432.0,509.0,638.0,730.0,880.0,649.0,59.0,5703.0,,0.0
179,179,0,0,0,,6.0,3.0,,,8.8,10.0,11.6,14.5,17.9,11.7,460.0,580.0,675.0,810.0,1042.0,727.0,62.0,3753.0,,0.0
180,180,0,0,0,,7.0,3.0,,4.0,11.6,13.5,16.2,19.1,22.0,16.1,336.0,400.0,450.0,520.0,580.0,461.0,29.0,865.0,,0.0
181,181,0,0,0,,7.0,3.0,,5.0,10.0,11.5,13.8,16.0,18.8,13.6,470.0,543.0,600.0,669.0,730.0,612.0,45.0,1091.0,,0.0
182,182,0,0,0,,7.0,3.0,,6.0,9.0,10.1,11.2,12.5,14.5,11.3,618.0,650.0,701.0,810.0,974.0,754.0,67.0,1129.0,,0.0
183,183,0,0,0,,7.0,3.0,,7.0,7.6,8.9,10.0,11.6,13.4,10.5,620.0,726.0,840.0,1096.0,1400.0,940.0,90.0,668.0,,0.0
184,184,0,0,0,,6.0,3.0,1.0,,8.8,10.0,11.7,14.9,17.9,11.8,460.0,565.0,700.0,850.0,1100.0,737.0,63.0,921.0,,0.0
185,185,0,0,0,,6.0,3.0,2.0,,8.8,10.0,11.6,14.4,17.9,11.7,462.0,580.0,662.0,800.0,1020.0,722.0,62.0,2832.0,,0.0
186,186,0,0,0,,6.0,4.0,,,11.1,12.3,14.4,17.7,21.1,14.1,435.0,543.0,690.0,830.0,982.0,715.0,51.0,4084.0,,0.0
187,187,0,0,0,,7.0,4.0,,4.0,14.2,17.1,20.0,22.2,25.6,19.3,350.0,400.0,460.0,500.0,601.0,461.0,24.0,862.0,,0.0
188,188,0,0,0,,7.0,4.0,,5.0,12.3,13.9,15.6,17.6,19.5,15.4,521.0,576.0,645.0,708.0,770.0,645.0,42.0,1658.0,,0.0
189,189,0,0,0,,7.0,4.0,,6.0,10.6,11.5,12.8,14.1,15.0,12.8,668.0,752.0,820.0,900.0,1080.0,845.0,66.0,1141.0,,0.0
190,190,0,0,0,,7.0,4.0,,7.0,9.8,10.5,11.5,12.5,15.1,11.9,790.0,888.0,948.0,1200.0,1460.0,1081.0,91.0,423.0,,0.0
191,191,0,0,0,,6.0,4.0,1.0,,11.2,12.5,15.0,17.6,21.1,14.2,425.0,535.0,670.0,818.0,1090.0,718.0,50.0,1045.0,,0.0
192,192,0,0,0,,6.0,4.0,2.0,,11.0,12.2,14.3,17.7,20.8,14.0,460.0,550.0,690.0,830.0,966.0,713.0,51.0,3039.0,,0.0
193,193,0,0,0,,6.0,5.0,,,10.7,11.9,13.5,15.2,16.7,13.2,512.0,600.0,720.0,850.0,980.0,734.0,56.0,6686.0,185160.0,0.0
194,194,0,0,0,,7.0,5.0,,4.0,12.2,13.4,15.0,17.0,20.7,15.4,280.0,400.0,470.0,530.0,600.0,462.0,30.0,573.0,29291.0,0.0
195,195,0,0,0,,7.0,5.0,,5.0,11.8,13.4,14.8,16.0,17.4,14.6,508.0,555.0,625.0,690.0,730.0,621.0,43.0,2843.0,62166.0,0.0
196,196,0,0,0,,7.0,5.0,,6.0,10.5,11.6,12.8,14.1,15.2,12.8,675.0,730.0,800.0,887.0,980.0,815.0,64.0,2761.0,63332.0,0.0
197,197,0,0,0,,7.0,5.0,,7.0,9.4,10.6,11.0,12.7,14.0,11.4,779.0,900.0,980.0,1065.0,1271.0,1008.0,89.0,509.0,30371.0,0.0
198,198,0,0,0,,6.0,5.0,1.0,,11.2,12.3,14.0,15.4,17.2,13.6,530.0,600.0,725.0,860.0,1000.0,751.0,55.0,2438.0,,0.0
199,199,0,0,0,,6.0,5.0,2.0,,10.5,11.6,13.1,14.8,16.3,12.9,490.0,600.0,720.0,840.0,973.0,724.0,56.0,4248.0,,0.0
200,200,0,0,0,1.0,,,,,9.3,10.6,12.7,15.1,18.2,12.3,430.0,520.0,647.0,784.0,1000.0,698.0,57.0,24864.0,,0.0
201,201,0,0,0,1.0,1.0,,,1.0,9.8,11.6,13.2,16.3,19.4,13.4,510.0,580.0,680.0,800.0,950.0,715.0,53.0,172.0,,0.0
202,202,0,0,0,1.0,2.0,,,2.0,7.7,9.3,10.5,12.8,15.3,11.1,647.0,749.0,950.0,1280.0,1553.0,1048.0,94.0,3030.0,,0.0
203,203,0,0,0,1.0,1.0,,,3.0,7.7,9.8,13.6,15.8,17.4,12.5,769.0,1020.0,1330.0,1565.0,2000.0,1378.0,111.0,298.0,,0.0
204,204,0,0,0,1.0,3.0,,,4.0,12.1,13.8,16.6,20.0,24.0,16.3,340.0,390.0,450.0,507.0,560.0,451.0,28.0,4645.0,,0.0
205,205,0,0,0,1.0,3.0,,,5.0,10.3,11.8,13.9,15.9,18.0,13.7,450.0,500.0,567.0,650.0,731.0,581.0,42.0,9060.0,,0.0
206,206,0,0,0,1.0,3.0,,,6.0,8.9,10.2,11.4,13.0,14.5,11.5,565.0,640.0,720.0,810.0,914.0,733.0,64.0,7957.0,,0.0
207,207,0,0,0,1.0,3.0,,,7.0,8.0,9.3,10.3,11.8,14.0,10.6,620.0,710.0,890.0,1100.0,1388.0,952.0,89.0,2732.0,,0.0
208,208,0,0,0,1.0,2.0,,,8.0,12.1,13.8,16.7,20.4,23.8,16.4,341.0,390.0,450.0,510.0,560.0,451.0,28.0,4649.0,,0.0
209,209,0,0,0,1.0,2.0,,,9.0,10.2,11.8,13.9,16.0,18.2,13.8,450.0,500.0,570.0,650.0,733.0,582.0,42.0,9110.0,,0.0
210,210,0,0,0,1.0,2.0,,,10.0,8.9,10.2,11.5,13.1,14.5,11.5,570.0,640.0,724.0,820.0,925.0,739.0,64.0,8075.0,,0.0
211,211,0,0,0,1.0,,,1.0,,10.0,11.6,13.8,16.0,18.9,13.3,450.0,550.0,677.0,820.0,1100.0,731.0,55.0,6144.0,,0.0
212,212,0,0,0,1.0,2.0,,1.0,2.0,8.8,10.0,11.5,14.0,15.3,12.1,666.0,821.0,1000.0,1397.0,1620.0,1119.0,93.0,580.0,,0.0
213,213,0,0,0,1.0,2.0,,1.0,8.0,12.9,14.2,16.7,20.0,23.3,16.7,370.0,410.0,460.0,530.0,600.0,473.0,28.0,1236.0,,0.0
214,214,0,0,0,1.0,2.0,,1.0,9.0,11.7,13.0,14.9,16.6,19.0,14.8,480.0,540.0,609.0,680.0,745.0,616.0,42.0,2399.0,,0.0
215,215,0,0,0,1.0,2.0,,1.0,10.0,9.9,10.7,12.2,13.8,15.0,12.3,600.0,680.0,760.0,860.0,950.0,783.0,64.0,1929.0,,0.0
216,216,0,0,0,1.0,,,2.0,,9.0,10.3,12.2,14.9,17.9,12.0,417.0,509.0,635.0,775.0,980.0,686.0,57.0,18720.0,,0.0
217,217,0,0,0,1.0,2.0,,2.0,2.0,7.5,9.2,10.2,12.1,15.4,10.8,633.0,730.0,926.0,1200.0,1503.0,1022.0,95.0,2450.0,,0.0
218,218,0,0,0,1.0,2.0,,2.0,8.0,11.6,13.2,16.7,20.4,24.0,16.2,332.0,380.0,440.0,500.0,545.0,441.0,27.0,3413.0,,0.0
219,219,0,0,0,1.0,2.0,,2.0,9.0,10.0,11.4,13.4,15.6,17.8,13.3,434.0,490.0,551.0,634.0,719.0,569.0,43.0,6711.0,,0.0
220,220,0,0,0,1.0,2.0,,2.0,10.0,8.7,10.0,11.2,12.8,14.3,11.3,549.0,630.0,711.0,800.0,903.0,724.0,64.0,6146.0,,0.0
221,221,0,0,0,1.0,,1.0,,,9.2,10.3,12.5,15.0,18.0,12.0,400.0,484.0,590.0,710.0,887.0,635.0,53.0,8731.0,,0.0
222,222,0,0,0,1.0,2.0,1.0,,2.0,7.2,8.5,10.0,12.1,15.0,10.4,600.0,748.0,965.0,1240.0,1476.0,1026.0,99.0,861.0,,0.0
223,223,0,0,0,1.0,2.0,1.0,,8.0,11.6,13.1,15.6,20.0,23.3,15.7,345.0,385.0,450.0,510.0,560.0,448.0,29.0,1996.0,,0.0
224,224,0,0,0,1.0,2.0,1.0,,9.0,9.9,11.3,13.2,15.4,17.6,13.2,421.0,480.0,540.0,600.0,705.0,554.0,42.0,3641.0,,0.0
225,225,0,0,0,1.0,2.0,1.0,,10.0,8.9,9.9,11.0,12.7,13.6,11.0,568.0,630.0,688.0,780.0,880.0,704.0,64.0,2233.0,,0.0
226,226,0,0,0,1.0,,1.0,1.0,,10.2,12.3,13.9,16.2,18.9,13.5,440.0,510.0,600.0,741.0,950.0,676.0,50.0,1847.0,,0.0
227,227,0,0,0,1.0,1.0,1.0,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,18.0,,0.0
228,228,0,0,0,1.0,1.0,1.0,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,20.0,,0.0
229,229,0,0,0,1.0,3.0,1.0,1.0,4.0,12.7,14.8,16.7,20.0,25.3,16.7,370.0,410.0,470.0,550.0,600.0,482.0,29.0,492.0,,0.0
230,230,0,0,0,1.0,3.0,1.0,1.0,5.0,11.7,13.0,14.3,16.2,18.7,14.6,468.0,510.0,570.0,670.0,737.0,589.0,40.0,768.0,,0.0
231,231,0,0,0,1.0,3.0,1.0,1.0,6.0,9.8,10.0,11.4,13.2,14.2,11.5,600.0,660.0,710.0,795.0,925.0,741.0,64.0,439.0,,0.0
232,232,0,0,0,1.0,3.0,1.0,1.0,7.0,8.1,9.9,11.1,13.8,15.3,11.6,700.0,900.0,1000.0,1350.0,1650.0,1166.0,100.0,110.0,,0.0
233,233,0,0,0,1.0,,1.0,2.0,,8.9,10.0,11.9,14.6,17.6,11.6,394.0,469.0,580.0,700.0,860.0,621.0,54.0,6884.0,,0.0
234,234,0,0,0,1.0,1.0,1.0,2.0,1.0,9.7,10.5,12.2,15.4,20.4,12.6,490.0,510.0,580.0,775.0,880.0,660.0,53.0,63.0,,0.0
235,235,0,0,0,1.0,1.0,1.0,2.0,3.0,8.7,10.4,12.4,15.5,17.0,12.2,941.0,1065.0,1259.0,1718.0,1942.0,1427.0,117.0,57.0,,0.0
236,236,0,0,0,1.0,3.0,1.0,2.0,4.0,11.3,12.9,14.8,19.2,21.4,15.0,336.0,375.0,422.0,495.0,524.0,429.0,29.0,1501.0,,0.0
237,237,0,0,0,1.0,3.0,1.0,2.0,5.0,9.9,10.8,12.5,15.0,16.7,12.7,411.0,458.0,520.0,600.0,678.0,538.0,42.0,2849.0,,0.0
238,238,0,0,0,1.0,3.0,1.0,2.0,6.0,8.5,9.8,10.9,12.2,13.3,10.7,530.0,629.0,669.0,750.0,812.0,682.0,64.0,1740.0,,0.0
239,239,0,0,0,1.0,3.0,1.0,2.0,7.0,6.4,8.4,9.4,10.4,13.5,9.6,572.0,700.0,850.0,1100.0,1308.0,936.0,97.0,674.0,,0.0
240,240,0,0,0,1.0,,2.0,,,8.6,10.0,11.5,13.8,16.7,11.4,450.0,530.0,650.0,750.0,920.0,678.0,59.0,5642.0,,0.0
241,241,0,0,0,1.0,2.0,2.0,,2.0,7.3,9.3,10.0,11.5,13.8,10.3,640.0,698.0,769.0,972.0,1300.0,882.0,85.0,1013.0,,0.0
242,242,0,0,0,1.0,2.0,2.0,,8.0,12.1,14.8,16.7,20.6,24.5,16.9,350.0,400.0,450.0,495.0,550.0,447.0,26.0,833.0,,0.0
243,243,0,0,0,1.0,2.0,2.0,,9.0,10.4,11.6,13.1,15.4,17.9,13.3,450.0,500.0,560.0,640.0,700.0,573.0,43.0,1522.0,,0.0
244,244,0,0,0,1.0,2.0,2.0,,10.0,8.3,9.7,10.7,12.2,13.6,10.8,528.0,606.0,680.0,757.0,841.0,689.0,64.0,2274.0,,0.0
245,245,0,0,0,1.0,,2.0,1.0,,9.4,10.6,12.1,14.9,16.6,12.2,470.0,580.0,680.0,780.0,930.0,706.0,58.0,1209.0,,0.0
246,246,0,0,0,1.0,1.0,2.0,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,,0.0
247,247,0,0,0,1.0,1.0,2.0,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,,0.0
248,248,0,0,0,1.0,3.0,2.0,1.0,4.0,14.7,15.5,16.1,20.4,22.8,17.2,325.0,450.0,457.0,480.0,550.0,466.0,27.0,215.0,,0.0
249,249,0,0,0,1.0,3.0,2.0,1.0,5.0,10.9,12.1,13.8,16.0,18.2,13.8,480.0,530.0,600.0,700.0,880.0,621.0,45.0,346.0,,0.0
250,250,0,0,0,1.0,3.0,2.0,1.0,6.0,9.5,10.4,11.4,12.8,14.6,11.6,593.0,620.0,690.0,770.0,838.0,709.0,61.0,445.0,,0.0
251,251,0,0,0,1.0,3.0,2.0,1.0,7.0,8.6,9.4,10.6,12.0,13.4,10.8,640.0,690.0,725.0,920.0,1000.0,838.0,78.0,178.0,,0.0
252,252,0,0,0,1.0,,2.0,2.0,,8.3,10.0,11.1,13.6,16.8,11.2,434.0,516.0,647.0,745.0,900.0,669.0,60.0,4433.0,,0.0
253,253,0,0,0,1.0,1.0,2.0,2.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,,0.0
254,254,0,0,0,1.0,1.0,2.0,2.0,3.0,6.5,6.9,7.7,13.1,16.7,9.3,647.0,769.0,899.0,1352.0,1503.0,1081.0,117.0,51.0,,0.0
255,255,0,0,0,1.0,3.0,2.0,2.0,4.0,12.1,14.1,16.8,20.6,25.0,16.8,350.0,400.0,420.0,495.0,535.0,442.0,26.0,618.0,,0.0
256,256,0,0,0,1.0,3.0,2.0,2.0,5.0,10.1,11.3,12.9,14.5,17.7,12.9,441.0,490.0,541.0,607.0,684.0,553.0,43.0,1159.0,,0.0
257,257,0,0,0,1.0,3.0,2.0,2.0,6.0,7.7,9.4,10.6,11.6,13.0,10.4,491.0,585.0,650.0,740.0,833.0,668.0,64.0,1796.0,,0.0
258,258,0,0,0,1.0,3.0,2.0,2.0,7.0,8.5,9.7,10.0,11.1,13.6,10.5,613.0,700.0,765.0,925.0,1200.0,837.0,79.0,768.0,,0.0
259,259,0,0,0,1.0,,3.0,,,8.9,10.3,12.2,14.8,18.6,12.1,440.0,570.0,693.0,915.0,1350.0,793.0,65.0,2380.0,,0.0
260,260,0,0,0,1.0,2.0,3.0,,2.0,8.3,9.0,10.2,13.4,14.9,11.3,650.0,780.0,990.0,1350.0,1620.0,1107.0,98.0,431.0,,0.0
261,261,0,0,0,1.0,2.0,3.0,,8.0,11.6,13.0,16.0,18.9,22.2,15.8,325.0,390.0,440.0,520.0,560.0,449.0,28.0,593.0,,0.0
262,262,0,0,0,1.0,2.0,3.0,,9.0,10.5,11.5,13.9,16.8,19.4,13.9,486.0,545.0,617.0,680.0,739.0,619.0,45.0,709.0,,0.0
263,263,0,0,0,1.0,2.0,3.0,,10.0,8.7,10.5,11.6,13.2,14.9,11.8,590.0,650.0,737.0,841.0,1068.0,769.0,65.0,647.0,,0.0
264,264,0,0,0,1.0,,3.0,1.0,,8.8,10.2,13.0,15.3,18.7,12.3,430.0,530.0,700.0,940.0,1270.0,800.0,65.0,532.0,,0.0
265,265,0,0,0,1.0,1.0,3.0,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,,0.0
266,266,0,0,0,1.0,1.0,3.0,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,,0.0
267,267,0,0,0,1.0,3.0,3.0,1.0,4.0,12.9,13.5,16.5,18.6,20.0,15.7,390.0,410.0,439.0,500.0,530.0,454.0,29.0,149.0,,0.0
268,268,0,0,0,1.0,3.0,3.0,1.0,5.0,10.8,12.5,14.0,15.5,18.9,13.7,480.0,545.0,650.0,680.0,800.0,629.0,46.0,158.0,,0.0
269,269,0,0,0,1.0,3.0,3.0,1.0,6.0,8.3,10.8,11.7,14.4,14.9,12.1,500.0,657.0,730.0,850.0,1140.0,774.0,64.0,142.0,,0.0
270,270,0,0,0,1.0,3.0,3.0,1.0,7.0,7.6,9.0,9.7,10.8,14.9,10.6,760.0,800.0,950.0,1100.0,1290.0,968.0,92.0,66.0,,0.0
271,271,0,0,0,1.0,,3.0,2.0,,8.9,10.3,12.1,14.5,17.8,12.0,449.0,580.0,683.0,905.0,1350.0,789.0,66.0,1848.0,,0.0
272,272,0,0,0,1.0,1.0,3.0,2.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,14.0,,0.0
273,273,0,0,0,1.0,1.0,3.0,2.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,47.0,,0.0
274,274,0,0,0,1.0,3.0,3.0,2.0,4.0,11.6,13.0,15.7,21.3,22.2,15.9,325.0,361.0,440.0,520.0,600.0,446.0,28.0,444.0,,0.0
275,275,0,0,0,1.0,3.0,3.0,2.0,5.0,10.5,11.4,13.4,16.7,18.8,13.6,482.0,519.0,585.0,654.0,732.0,608.0,45.0,546.0,,0.0
276,276,0,0,0,1.0,3.0,3.0,2.0,6.0,9.0,10.3,11.5,12.5,14.5,11.6,618.0,645.0,731.0,825.0,958.0,760.0,66.0,490.0,,0.0
277,277,0,0,0,1.0,3.0,3.0,2.0,7.0,8.3,8.9,10.1,12.2,14.8,11.0,620.0,690.0,900.0,1350.0,1520.0,1028.0,93.0,307.0,,0.0
278,278,0,0,0,1.0,,4.0,,,11.1,12.9,15.1,18.1,21.1,14.6,425.0,550.0,710.0,894.0,1330.0,801.0,55.0,3164.0,,0.0
279,279,0,0,0,1.0,2.0,4.0,,2.0,10.5,10.8,12.6,15.8,19.5,13.7,850.0,1023.0,1330.0,1440.0,2530.0,1383.0,101.0,351.0,,0.0
280,280,0,0,0,1.0,2.0,4.0,,8.0,14.2,17.3,20.0,22.2,25.6,19.4,350.0,396.0,471.0,500.0,620.0,462.0,24.0,740.0,,0.0
281,281,0,0,0,1.0,2.0,4.0,,9.0,12.8,14.3,15.8,17.8,20.3,15.9,521.0,577.0,650.0,717.0,770.0,649.0,41.0,1244.0,,0.0
282,282,0,0,0,1.0,2.0,4.0,,10.0,11.1,11.6,13.3,14.7,15.3,13.1,708.0,781.0,850.0,914.0,1080.0,870.0,66.0,829.0,,0.0
283,283,0,0,0,1.0,,4.0,1.0,,11.4,13.3,15.0,18.5,21.7,14.9,425.0,520.0,680.0,880.0,1180.0,754.0,51.0,780.0,,0.0
284,284,0,0,0,1.0,1.0,4.0,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,4.0,,0.0
285,285,0,0,0,1.0,1.0,4.0,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,,0.0
286,286,0,0,0,1.0,3.0,4.0,1.0,4.0,14.2,14.2,19.5,21.7,24.5,18.5,350.0,390.0,425.0,500.0,550.0,445.0,24.0,187.0,,0.0
287,287,0,0,0,1.0,3.0,4.0,1.0,5.0,12.6,13.7,15.9,17.6,21.1,15.7,520.0,600.0,660.0,745.0,795.0,664.0,42.0,332.0,,0.0
288,288,0,0,0,1.0,3.0,4.0,1.0,6.0,10.6,11.1,13.7,15.0,16.4,13.2,700.0,750.0,890.0,980.0,1114.0,913.0,69.0,179.0,,0.0
289,289,0,0,0,1.0,3.0,4.0,1.0,7.0,11.4,11.4,12.5,14.2,15.1,12.7,966.0,1200.0,1200.0,1450.0,1700.0,1334.0,105.0,62.0,,0.0
290,290,0,0,0,1.0,,4.0,2.0,,11.0,12.8,15.1,18.1,20.8,14.6,464.0,550.0,730.0,900.0,1330.0,821.0,56.0,2384.0,,0.0
291,291,0,0,0,1.0,1.0,4.0,2.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,,0.0
