Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 2P;6,5;7,5;8,6;9,8;11,3;8,5;323;352;400;450;495;405;48;194;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 3P;6,1;6,9;7,5;8,6;9,5;7,6;400;447;506;600;650;522;69;170;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;1. Moins de 1 an;;6,2;7,2;8,6;9,6;11,7;7,9;330;400;460;600;700;504;64;190;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;399;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;;6,0;6,7;7,3;8,4;10,2;7,4;329;391;446;529;680;470;64;311;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 4P+;5,7;6,0;6,7;7,1;7,6;6,6;387;446;529;669;799;557;84;84;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;30;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 2P;6,8;7,4;8,4;9,1;10,0;8,1;309;342;365;412;444;377;46;68;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 3P;6,5;6,9;7,5;8,4;10,3;7,8;392;407;452;500;565;466;60;129;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;1. Moins de 1 an;;6,0;6,7;7,6;8,9;11,3;7,5;305;404;470;550;580;470;63;90;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;221;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;;6,2;6,9;7,9;9,2;10,2;7,7;337;386;446;525;597;462;60;248;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 4P+;4,9;6,0;6,9;7,7;8,6;6,8;460;496;550;659;758;582;86;68;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;38;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 2P;6,9;8,0;8,9;9,5;10,0;8,6;380;382;410;446;455;412;48;68;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 3P;6,2;6,8;7,2;7,6;8,2;7,2;396;422;493;530;557;481;67;74;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;1. Moins de 1 an;;6,2;7,4;8,0;9,3;9,5;7,8;313;398;437;522;620;463;59;66;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;182;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;;5,0;6,9;8,1;8,9;10,0;7,4;410;520;610;765;801;625;85;119;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 4P+;;;;;;;;;;;;;;47;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;8;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;33;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;31;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;39;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;80;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;;7,4;8,2;8,7;9,4;10,5;8,5;430;476;595;760;868;625;73;404;10997;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 4P+;7,0;7,7;8,4;8,6;8,8;8,0;676;710;790;870;950;798;100;68;3626;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;21;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 2P;8,6;9,0;9,6;10,1;11,3;9,6;405;433;455;480;532;459;48;182;2873;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 3P;7,8;8,1;8,6;9,1;9,6;8,7;515;543;580;624;682;591;68;133;3455;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;1. Moins de 1 an;;7,3;8,2;8,6;9,3;11,0;8,4;425;474;615;790;950;647;77;141;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;263;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;;;6,2;7,0;8,0;8,8;9,9;7,7;439;600;715;791;868;691;90;207;2656;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;;Maison 1-3P;6,8;7,5;8,7;10,0;12,5;8,4;390;420;506;625;670;532;63;54;803;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;;Maison 4P+;6,0;6,8;7,7;8,5;8,9;7,5;605;700;761;809;882;760;102;153;1853;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;;6,5;7,2;8,4;9,3;12,1;7,8;480;600;700;790;922;691;88;56;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;38;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;151;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;36;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;115;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;;5,7;6,8;7,6;9,4;9,9;7,4;400;490;625;700;763;619;83;78;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;32;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;46;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;56;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;25;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;19;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;21;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;15;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;14;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;11;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;36;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;33;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;6;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;30;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;5. Après 2005;;;7,0;7,7;8,4;8,8;9,1;8,1;695;751;791;870;950;814;101;53;2656;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;12;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;41;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;20;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;33;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;;;6,0;6,9;8,0;9,2;10,7;7,7;329;387;450;530;600;464;60;1464;8340;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;;Appart 1P;7,3;9,1;10,4;11,7;12,5;9,8;258;300;321;360;398;324;33;201;1031;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;;Appart 2P;6,9;8,0;8,9;9,6;10,9;8,7;340;380;411;455;508;417;48;535;2698;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;;Appart 3P;6,4;6,9;7,5;8,4;9,5;7,7;400;425;487;550;609;495;64;494;2840;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;;Appart 4P+;4,8;5,7;6,5;7,3;8,2;6,4;419;469;558;629;731;568;89;234;1772;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;1. Moins de 1 an;;6,0;7,1;8,2;9,4;11,3;7,8;330;405;450;530;607;470;60;470;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;1. Moins de 1 an;Appart 1P;8,7;9,4;11,1;12,0;13,2;10,6;255;300;310;350;430;330;31;73;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;1. Moins de 1 an;Appart 2P;7,6;8,1;9,0;10,0;11,5;9,0;350;395;425;460;530;428;47;183;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;1. Moins de 1 an;Appart 3P;6,5;7,0;7,9;8,5;9,2;7,8;405;438;510;550;620;504;65;141;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;1. Moins de 1 an;Appart 4P+;4,8;5,6;6,2;7,3;8,2;6,3;443;480;580;654;760;584;92;73;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;994;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;2. 1 an et plus;Appart 1P;7,1;8,5;10,1;11,5;12,1;9,4;258;300;321;361;373;321;34;128;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;2. 1 an et plus;Appart 2P;6,9;7,8;8,8;9,5;10,3;8,6;332;376;408;450;493;412;48;352;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;2. 1 an et plus;Appart 3P;6,3;6,9;7,5;8,4;9,6;7,7;396;423;486;551;606;493;64;353;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;;2. 1 an et plus;Appart 4P+;4,8;5,7;6,6;7,3;8,2;6,4;408;465;550;620;712;562;88;161;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;;;6,0;6,9;8,0;9,5;11,3;7,8;310;353;440;507;623;458;59;511;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;;Appart 1P;7,5;9,3;10,1;11,8;14,4;10,1;228;277;320;350;407;316;31;104;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;;Appart 2P;6,5;7,5;8,5;9,7;11,3;8,4;315;350;400;450;495;404;48;187;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;;Appart 3P;6,1;6,7;7,4;8,9;9,6;7,6;370;427;480;550;591;487;64;146;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;;Appart 4P+;5,2;5,9;6,4;7,3;8,3;6,5;457;512;665;822;932;693;106;74;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;1. Moins de 1 an;;6,1;7,4;8,8;10,1;11,5;8,0;320;370;440;485;620;447;56;168;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;343;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;;;6,0;6,8;7,3;8,4;10,0;7,4;309;380;429;487;573;436;59;286;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;30;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;;Appart 2P;6,8;7,4;8,4;9,1;10,0;8,3;309;346;370;412;444;378;46;67;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;;Appart 3P;6,4;6,9;7,3;8,2;9,5;7,5;385;400;447;487;565;459;61;124;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;;Appart 4P+;5,6;6,0;6,7;7,1;7,3;6,5;387;419;480;573;580;484;75;65;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;6,0;6,6;7,2;8,2;9,3;7,2;305;400;443;550;580;458;63;86;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;200;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;;;6,1;6,9;7,8;9,0;10,4;7,6;333;382;440;513;557;444;59;233;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;38;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;;Appart 2P;6,9;7,9;8,8;9,1;9,5;8,4;376;382;410;450;457;411;49;67;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;;Appart 3P;6,2;6,8;7,2;7,6;8,2;7,2;396;422;493;530;557;481;67;74;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;;Appart 4P+;4,8;5,8;6,6;7,3;7,7;6,4;450;465;529;558;637;530;83;54;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;6,2;7,4;8,0;9,4;9,6;7,8;310;389;420;485;560;437;56;62;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;171;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;;;4,8;5,4;8,4;9,4;11,2;7,1;330;446;530;600;667;524;74;83;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;8;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;33;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;28;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;33;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;50;;,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;;;7,8;8,2;8,9;9,7;11,1;8,9;410;447;533;603;710;537;60;351;8340;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;21;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;;Appart 2P;8,6;9,0;9,6;10,1;11,3;9,6;405;433;455;483;532;460;48;181;2698;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;;Appart 3P;7,8;8,1;8,5;9,0;9,5;8,6;515;541;570;609;650;578;68;122;2840;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;27;;Estimation directe,,,,,,
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;1. Moins de 1 an;;7,9;8,5;9,1;9,8;11,6;9,0;375;441;505;597;715;527;58;121;;Estimation directe
B7100;2020;Agglomération de Chalon-sur-Saône;;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;230;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;;;;5,7;6,7;7,7;8,9;10,0;7,5;315;398;506;670;809;542;72;1970;7103;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Maison 1-3P;5,8;7,5;8,2;9,1;10,4;8,0;303;450;550;590;685;516;65;62;511;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Ensemble 4P+;5,4;6,3;7,2;8,2;9,0;7,1;465;580;710;811;882;701;98;506;2822;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Maison 4P+;5,9;6,9;7,9;8,8;9,6;7,6;680;737;800;855;909;802;105;141;1540;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Appart 1P;7,5;8,7;9,5;10,8;12,2;9,5;250;277;300;322;368;303;32;243;572;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Appart 2P;6,4;7,4;8,4;9,6;10,9;8,4;326;360;399;450;505;407;49;578;1510;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Appart 3P;5,5;6,6;7,3;8,3;9,2;7,2;365;430;498;572;648;497;69;581;1688;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Appart 4P+;4,7;5,8;6,6;7,4;8,2;6,5;410;486;585;660;785;585;90;365;1282;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Ensemble 1P;7,3;8,3;9,4;10,8;11,5;9,3;250;271;300;320;366;300;32;249;584;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Ensemble 2P;6,4;7,4;8,4;9,6;10,9;8,4;328;360;400;453;511;409;49;587;1625;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;;Ensemble 3P;5,6;6,7;7,5;8,4;9,4;7,4;375;444;511;581;660;510;69;628;2072;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;1. Moins de 1 an;;6,3;7,0;8,0;9,1;10,3;7,8;319;404;500;650;815;543;70;726;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;1. Moins de 1 an;Ensemble 4P+;5,8;6,4;7,5;8,5;9,0;7,3;463;600;710;825;890;717;98;174;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;1. Moins de 1 an;Ensemble 1P;7,7;8,3;9,2;10,0;11,1;9,3;250;280;300;319;325;296;32;104;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;1. Moins de 1 an;Ensemble 2P;6,8;7,7;8,8;9,9;11,5;8,8;334;364;410;480;540;425;48;240;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;1. Moins de 1 an;Ensemble 3P;6,1;7,1;7,8;8,4;9,4;7,8;412;462;500;580;630;522;67;208;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;2. 1 an et plus;;5,6;6,5;7,6;8,8;10,0;7,4;315;396;509;675;809;542;74;1244;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;332;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;145;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;347;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;420;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;;;5,2;6,1;7,3;8,6;10,0;7,0;296;360;462;580;721;485;70;1097;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;;Ensemble 4P+;4,7;5,6;6,3;7,3;8,0;6,3;470;564;663;765;890;679;107;223;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;;Ensemble 1P;7,0;7,3;8,3;10,5;12,5;8,7;208;255;281;311;345;286;33;146;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;;Ensemble 2P;5,7;6,9;7,9;9,3;10,4;7,8;305;340;380;415;480;385;49;351;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;;Ensemble 3P;4,6;6,0;7,2;8,4;9,5;7,0;349;411;485;560;605;477;68;377;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;1. Moins de 1 an;;5,5;6,5;7,3;8,9;10,1;7,1;305;365;460;584;700;488;68;441;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;656;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;;;5,3;6,2;7,1;8,3;9,5;7,0;315;398;500;680;809;543;77;238;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;;Ensemble 4P+;5,0;6,0;6,9;8,2;9,6;6,9;402;496;620;800;850;641;92;122;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;14;;Estimation directe,,,,,,
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;28;;Estimation directe,,,,,,
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;;Ensemble 3P;4,8;6,4;7,2;7,7;8,4;6,9;334;414;464;517;607;470;68;74;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;1. Moins de 1 an;;6,3;6,7;8,0;9,0;9,6;7,8;360;450;540;804;850;610;78;70;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;168;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;;;6,2;7,0;7,6;8,8;9,8;7,6;308;385;469;594;744;501;66;404;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;;Ensemble 4P+;5,6;6,4;7,2;7,6;8,5;7,1;478;545;628;780;894;663;94;92;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;;Ensemble 1P;7,5;8,7;9,4;10,5;11,1;9,3;250;281;300;320;329;299;32;76;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;;Ensemble 2P;6,9;7,5;8,2;9,1;10,1;8,3;341;368;409;440;471;405;49;126;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;;Ensemble 3P;6,1;6,8;7,4;8,1;8,7;7,4;414;460;522;580;626;526;71;110;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;1. Moins de 1 an;;6,6;7,5;8,0;8,9;9,8;7,8;295;362;454;580;780;491;63;134;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;270;;,,,,,,
B7100;2020;Agglomération de Mâcon;;;4. Entre 1991-2005;;;6,7;7,5;8,0;8,9;10,8;8,1;428;505;659;800;822;643;80;109;;Estimation directe
B7100;2020;Agglomération de Mâcon;;;4. Entre 1991-2005;;Ensemble 4P+;;;;;;;;;;;;;;31;;Estimation directe,,,,,,
B7100;2020;Agglomération de Mâcon;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;2;;Estimation directe,,,,,,
B7100;2020;Agglomération de Mâcon;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;48;;Estimation directe,,,,,,
