Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production,,,,,,
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 3P;7,3;8,3;9,2;10,2;11,1;9,0;450;500;570;627;680;567;63;695;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 4P+;5,4;6,6;7,5;8,8;9,2;7,3;520;610;700;750;879;701;96;277;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;1. Moins de 1 an;;7,1;8,3;9,8;11,1;13,3;9,3;357;400;470;560;650;493;53;688;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;1. Avant 1946;2. 1 an et plus;;7,1;8,4;9,6;10,9;12,5;9,0;342;400;485;609;700;508;56;1677;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;;6,6;7,8;9,1;10,4;12,0;8,8;375;450;520;610;685;535;61;913;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 1P;10,1;11,7;16,0;17,7;18,8;14,0;335;340;376;395;414;372;27;71;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 2P;7,6;8,8;10,5;11,4;13,2;9,9;353;391;450;500;545;450;45;212;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 3P;7,2;8,2;9,2;10,0;10,7;8,9;463;501;539;611;650;553;62;393;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 4P+;6,0;6,7;7,7;8,8;9,7;7,6;475;521;600;685;850;627;82;237;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,4;8,4;9,1;10,9;14,6;9,2;385;470;526;620;685;545;59;215;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;6,4;7,6;9,1;10,3;11,9;8,6;365;450;520;600;675;531;61;698;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;;6,9;8,4;9,9;11,8;14,3;9,3;347;400;480;600;720;514;55;894;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 1P;11,2;12,6;13,9;16,7;17,1;13,7;303;320;354;370;410;351;26;227;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 2P;8,8;9,4;10,6;11,4;12,7;10,4;380;411;460;500;526;459;44;326;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 3P;6,8;7,6;8,6;9,8;10,4;8,7;476;520;610;655;720;603;70;197;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 4P+;6,0;6,6;7,5;8,5;9,2;7,6;480;560;700;800;900;685;90;144;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;7,5;8,6;10,3;12,6;14,3;9,6;320;390;480;560;750;506;53;218;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,2;9,7;11,4;14,3;9,2;358;410;485;600;720;517;56;676;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;;7,7;8,9;10,5;11,9;12,7;9,8;370;460;530;655;754;559;57;875;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 1P;10,1;11,9;12,0;14,4;16,8;12,6;300;308;340;370;400;344;27;116;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 2P;9,2;10,3;11,1;12,4;12,7;11,0;422;460;500;530;570;492;45;438;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 3P;6,7;7,6;9,5;10,4;11,4;8,9;500;530;600;690;741;602;68;242;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 4P+;7,8;7,8;8,8;9,8;10,2;8,7;700;721;740;870;982;820;94;79;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,7;9,7;10,6;11,8;12,0;10,2;370;450;535;626;870;571;56;239;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,6;8,8;10,4;12,0;12,7;9,6;366;460;513;672;740;554;58;636;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;;7,9;9,1;10,6;12,0;13,0;9,9;400;481;565;658;730;573;58;1459;26466;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 1P;8,1;8,8;11,6;13,2;13,9;11,0;311;350;350;401;410;366;33;124;3496;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 2P;10,0;10,8;11,7;12,3;13,3;11,5;430;473;520;538;590;506;44;688;9795;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 3P;7,5;8,9;9,9;10,7;11,8;9,6;529;609;650;690;730;639;67;541;8684;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 4P+;5,5;6,4;8,3;9,2;10,5;7,7;570;680;751;814;935;764;100;106;4491;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;1. Moins de 1 an;;8,8;9,5;10,8;12,0;13,3;10,3;430;495;600;670;730;586;57;407;;Estimation directe
B3000;2020;Agglomération de Nîmes;;Appartement;5. Après 2005;2. 1 an et plus;;7,2;8,9;10,5;11,8;12,9;9,7;378;473;553;650;740;566;59;1052;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;;7,2;8,6;10,0;11,3;12,9;9,4;357;425;520;650;802;555;59;6339;25234;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Maison 1-3P;7,3;8,8;9,9;12,8;14,3;9,9;405;500;650;750;800;626;63;116;1177;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 4P+;6,2;7,1;8,4;9,5;10,3;8,2;520;600;740;881;972;762;93;953;5474;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Maison 4P+;7,2;8,6;9,5;10,2;11,0;9,1;606;831;880;950;1113;903;100;219;1777;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 1P;9,2;10,8;12,6;14,8;17,0;12,3;281;315;350;380;414;349;28;890;3198;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 2P;8,5;9,7;10,9;11,8;12,9;10,5;371;409;460;518;550;463;44;2511;8357;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 3P;7,2;8,3;9,4;10,3;11,2;9,1;460;519;600;650;700;585;64;1869;7028;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Appart 4P+;5,8;6,8;7,8;9,0;9,9;7,8;497;566;690;780;900;694;89;734;3698;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 1P;9,2;10,8;12,7;15,0;17,0;12,4;283;315;350;385;414;351;28;893;3275;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 2P;8,5;9,7;10,9;11,8;12,9;10,6;372;410;462;519;550;464;44;2533;8717;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;;Ensemble 3P;7,1;8,3;9,4;10,3;11,3;9,1;458;520;600;655;721;595;65;1960;7768;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;;7,6;9,0;10,2;11,8;13,5;9,8;355;425;520;636;797;547;56;1719;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;6,8;7,7;8,7;10,0;10,2;8,7;560;650;850;889;1000;805;93;194;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;9,4;11,8;13,0;15,4;17,0;12,6;300;320;355;380;414;351;28;282;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;8,7;9,8;10,9;11,9;13,3;10,7;380;421;473;520;550;471;44;721;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;7,3;8,5;9,4;10,5;11,8;9,3;480;535;610;650;750;607;65;522;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;;6,9;8,4;9,8;11,1;12,7;9,2;359;424;522;650;810;558;61;4620;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;6,0;6,9;8,4;9,4;10,3;8,1;500;600;724;881;957;751;93;759;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 1P;9,2;10,8;12,6;14,6;16,9;12,3;275;313;350;391;414;350;29;611;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 2P;8,5;9,6;10,8;11,7;12,7;10,5;370;403;458;512;556;461;44;1812;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 3P;7,0;8,2;9,4;10,2;11,0;9,1;450;514;600;655;710;589;65;1438;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;;7,3;8,4;9,8;11,1;12,9;9,2;342;400;490;610;720;521;57;2359;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 4P+;5,6;6,9;7,8;9,2;10,0;7,7;550;610;711;850;1003;756;98;298;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 1P;9,0;10,0;12,0;13,8;15,8;11,5;266;300;343;370;425;338;29;382;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 2P;8,1;9,3;10,4;11,3;12,9;10,1;353;391;430;485;540;439;43;981;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 3P;7,3;8,2;9,3;10,4;11,2;9,1;444;513;586;650;700;582;64;698;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;7,3;8,7;10,0;11,3;13,3;9,6;350;400;490;600;700;513;54;683;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;1. Avant 1946;2. 1 an et plus;;7,2;8,4;9,6;11,0;12,6;9,0;340;400;493;620;723;525;58;1676;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;;6,4;7,8;9,1;10,5;12,0;8,8;385;460;525;620;710;549;62;928;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;6,0;6,7;7,8;8,9;10,0;7,8;475;537;606;760;920;659;85;267;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;10,1;11,7;16,0;17,6;18,8;13,8;335;335;365;395;414;371;27;68;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;8,3;9,3;10,9;11,7;14,2;10,5;375;410;470;500;545;463;44;206;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;6,4;8,1;9,1;10,0;10,7;8,8;450;500;536;610;650;550;62;387;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;7,3;8,5;9,2;10,5;12,0;9,3;385;480;526;610;700;551;60;215;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;6,3;7,6;9,1;10,4;11,9;8,7;390;452;525;620;710;548;63;713;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;;7,0;8,5;9,9;11,4;13,7;9,3;345;410;500;640;850;549;59;893;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;6,0;6,9;8,2;9,2;10,0;8,1;480;600;779;900;1100;775;95;164;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;10,9;12,2;13,7;15,4;16,8;13,3;297;315;338;380;410;348;26;222;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;8,8;9,3;10,6;11,4;12,6;10,4;380;401;460;503;529;458;44;317;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;6,8;7,6;8,8;9,9;10,6;8,7;476;520;621;695;750;612;70;190;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;7,6;9,1;10,6;12,6;14,3;9,8;320;380;480;636;823;536;54;221;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,2;9,6;10,9;12,9;9,1;356;420;503;654;863;555;61;672;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;;8,1;9,3;10,3;11,3;12,6;10,0;370;493;581;765;920;625;63;859;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;7,8;8,4;9,7;10,2;11,3;9,4;615;740;870;920;982;851;90;119;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;10,9;11,9;12,3;14,5;16,9;12,7;300;305;337;370;400;343;27;110;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;9,1;10,2;11,1;11,8;12,7;10,9;421;463;505;540;570;500;46;402;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;7,6;8,8;9,7;10,5;12,0;9,4;506;578;635;690;765;631;67;228;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;8,7;9,7;10,6;11,8;12,0;10,2;370;450;550;651;870;588;57;231;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;7,8;9,1;10,2;11,3;12,7;9,9;370;500;600;810;920;639;65;628;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;;;8,3;9,5;10,7;12,0;13,3;10,1;404;480;568;693;814;590;58;1300;25234;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 4P+;6,5;7,5;9,0;10,1;10,6;8,5;684;783;847;863;977;837;98;105;5474;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 1P;8,8;10,6;13,2;15,0;15,0;12,2;315;350;380;405;410;377;31;111;3275;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 2P;9,8;10,8;11,6;12,2;13,3;11,5;426;470;520;547;600;506;44;627;8717;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 3P;7,5;9,4;10,1;10,9;11,8;9,8;529;606;651;714;750;651;67;457;7768;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;1. Moins de 1 an;;8,9;9,9;10,9;12,0;13,3;10,6;439;505;600;700;820;606;57;369;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;;5. Après 2005;2. 1 an et plus;;7,5;9,4;10,6;11,9;13,2;9,9;403;453;555;690;811;582;59;931;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;;;7,3;8,6;9,6;10,8;12,8;9,3;500;650;817;916;1018;793;85;335;2954;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;;Maison 1-3P;7,3;8,8;9,9;12,8;14,3;9,9;405;500;650;750;800;626;63;116;1177;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;;Maison 4P+;7,2;8,6;9,5;10,2;11,0;9,1;606;831;880;950;1113;903;100;219;1777;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;;9,0;9,5;10,0;12,7;13,5;10,3;565;750;830;867;1075;824;80;75;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;41;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;;6,5;8,4;9,5;10,6;11,6;9,1;500;606;814;920;1010;784;87;260;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;6,4;7,6;9,5;11,6;15,0;9,4;405;493;635;700;799;601;64;82;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;6,5;8,4;9,4;10,2;11,0;8,9;600;814;901;950;1100;893;100;178;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;;7,3;7,6;9,3;10,7;13,3;9,0;513;613;800;850;957;757;84;101;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;7,3;8,3;9,8;13,3;13,7;10,1;500;513;650;800;807;655;65;58;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;43;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;27;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;7,2;7,6;8,9;9,8;11,3;8,4;513;600;707;880;1089;759;91;74;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;;5,7;6,4;9,3;11,6;11,6;8,7;400;450;500;900;1017;672;78;51;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;38;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;8;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;43;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;48;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;9;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;39;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;39;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;;8,4;8,6;10,2;10,8;11,3;9,9;600;797;901;920;964;839;85;71;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;8,4;9,2;10,2;10,8;11,3;9,9;600;810;916;950;991;868;87;57;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;10;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;8,4;8,6;10,2;10,8;11,3;9,9;600;712;897;920;950;834;85;61;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;;6,5;9,1;9,9;11,0;15,0;9,3;405;700;783;847;907;754;81;64;2954;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;42;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;43;;Estimation directe,,,,,,
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;;;7,2;8,6;10,0;11,3;12,9;9,4;350;414;506;610;700;523;56;6004;22280;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 1P;9,2;10,8;12,6;14,8;17,0;12,3;281;315;350;380;414;349;28;890;3198;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 2P;8,5;9,7;10,9;11,8;12,9;10,5;371;409;460;518;550;463;44;2511;8357;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 3P;7,2;8,3;9,4;10,3;11,2;9,1;460;519;600;650;700;585;64;1869;7028;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 4P+;5,8;6,8;7,8;9,0;9,9;7,8;497;566;690;780;900;694;89;734;3698;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;;7,5;8,9;10,2;11,8;13,4;9,7;355;420;510;610;700;523;54;1644;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;9,4;11,8;13,0;15,4;17,0;12,6;300;320;355;380;414;351;28;282;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;8,7;9,8;10,9;11,9;13,3;10,6;380;420;470;520;550;470;44;712;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;7,2;8,3;9,3;10,4;11,6;9,2;480;520;600;650;700;593;65;497;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;6,8;7,4;8,4;9,1;10,2;8,2;530;613;754;870;920;749;91;153;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;;6,9;8,4;9,8;11,2;12,7;9,3;350;411;505;610;703;524;57;4360;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;8,9;10,6;12,4;14,0;17,2;12,2;274;310;350;383;414;348;29;608;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;8,5;9,6;10,8;11,7;12,7;10,5;368;401;455;511;553;459;44;1799;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;7,2;8,3;9,5;10,2;10,9;9,1;450;514;596;650;700;581;64;1372;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;5,6;6,7;7,8;9,0;9,8;7,6;480;560;670;741;900;679;89;581;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;;7,3;8,5;9,8;11,1;12,7;9,2;337;395;463;599;690;497;54;2258;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 1P;9,0;10,0;12,0;13,8;15,8;11,5;266;300;343;370;425;339;29;380;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 2P;8,1;9,3;10,4;11,3;12,9;10,1;353;391;425;480;540;437;43;965;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 3P;7,3;8,3;9,2;10,2;11,0;9,0;435;500;575;627;680;565;63;658;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;5,6;6,8;7,7;9,1;9,5;7,6;530;610;700;780;950;714;94;255;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;7,3;8,5;10,0;11,1;12,9;9,4;350;400;460;570;650;492;52;656;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;7,2;8,5;9,8;11,1;12,6;9,2;336;390;465;600;700;500;55;1602;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;;6,6;7,9;9,1;10,5;12,0;8,8;380;460;526;610;685;540;61;877;;Estimation directe
B3000;2020;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;10,1;11,7;16,0;17,6;18,8;13,8;335;335;365;395;414;371;27;68;;Estimation directe
