,Observatory,Data_year,agglomeration,Type_habitat,epoque_construction_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,methodologie_production
5643,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1971-1990,,7.1,8.5,10.2,12.2,15.8,9.7,353.0,439.0,533.0,635.0,784.0,559.0,58.0,1469.0,Estimation directe
5644,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,,8.3,9.3,10.8,12.9,15.6,10.6,387.0,480.0,570.0,700.0,820.0,608.0,57.0,1703.0,Estimation directe
5645,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,Appart 1P,12.2,13.6,15.7,18.3,20.5,15.6,320.0,350.0,392.0,425.0,470.0,393.0,25.0,338.0,Estimation directe
5646,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,Appart 2P,8.6,9.9,11.3,12.8,13.8,11.1,451.0,490.0,532.0,564.0,608.0,532.0,48.0,643.0,Estimation directe
5647,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,Appart 3P,8.0,8.8,9.7,10.7,11.4,9.7,550.0,600.0,680.0,733.0,800.0,678.0,70.0,524.0,Estimation directe
5648,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,Appart 4P+,7.6,8.3,9.4,11.1,12.4,9.8,676.0,742.0,840.0,978.0,1285.0,915.0,93.0,198.0,Estimation directe
5649,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,,8.9,9.5,11.2,13.8,18.1,11.1,395.0,480.0,555.0,676.0,800.0,589.0,53.0,525.0,Estimation directe
5650,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1991-2005,,8.2,9.2,10.7,12.4,14.5,10.4,384.0,477.0,570.0,716.0,840.0,617.0,59.0,1178.0,Estimation directe
5651,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,,9.2,10.3,11.2,12.6,13.9,11.0,390.0,509.0,625.0,710.0,827.0,623.0,57.0,2939.0,Estimation directe
5652,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,Appart 1P,12.2,12.9,13.5,14.2,15.8,13.6,256.0,300.0,349.0,380.0,426.0,347.0,25.0,647.0,Estimation directe
5653,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,Appart 2P,10.5,11.4,12.1,12.9,14.4,12.2,469.0,500.0,529.0,576.0,630.0,540.0,44.0,1127.0,Estimation directe
5654,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,Appart 3P,9.1,10.0,10.7,11.1,12.1,10.6,607.0,648.0,692.0,731.0,808.0,708.0,67.0,923.0,Estimation directe
5655,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,Appart 4P+,7.5,8.5,9.8,10.6,11.0,9.5,670.0,726.0,827.0,910.0,986.0,850.0,90.0,242.0,Estimation directe
5656,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,,9.6,10.4,11.4,12.9,14.1,11.2,363.0,490.0,590.0,710.0,782.0,591.0,53.0,1300.0,Estimation directe
5657,B6700,2020,Eurométropole de Strasbourg,Appartement,Après 2005,,8.8,10.1,11.1,12.4,13.8,10.8,461.0,531.0,643.0,716.0,860.0,646.0,60.0,1639.0,Estimation directe
5658,B6700,2020,Eurométropole de Strasbourg,,,,7.4,8.6,10.2,12.2,14.8,9.8,388.0,480.0,595.0,730.0,925.0,638.0,65.0,11458.0,Estimation directe
5659,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,23.0,Estimation directe
5660,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 4P+,6.3,7.5,8.7,9.7,11.2,8.6,622.0,700.0,830.0,1030.0,1302.0,911.0,106.0,1821.0,Estimation directe
5661,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 4P+,5.4,6.9,8.7,9.6,11.3,8.1,650.0,750.0,950.0,1070.0,1302.0,968.0,120.0,95.0,Estimation directe
5662,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 1P,11.0,12.6,14.8,17.3,19.5,14.5,305.0,350.0,383.0,420.0,460.0,383.0,26.0,2413.0,Estimation directe
5663,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 2P,8.8,9.9,11.2,12.6,14.0,11.1,429.0,476.0,522.0,573.0,631.0,528.0,47.0,3865.0,Estimation directe
5664,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 3P,7.1,8.4,9.5,10.7,11.6,9.4,500.0,580.0,645.0,725.0,808.0,659.0,70.0,3336.0,Estimation directe
5665,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 4P+,6.5,7.7,8.7,9.8,11.2,8.7,610.0,700.0,816.0,1017.0,1300.0,901.0,103.0,1726.0,Estimation directe
5666,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 1P,11.0,12.6,14.8,17.3,19.5,14.5,305.0,350.0,383.0,420.0,460.0,383.0,26.0,2413.0,Estimation directe
5667,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 2P,8.6,9.9,11.2,12.5,14.0,11.1,427.0,473.0,521.0,575.0,630.0,528.0,48.0,3873.0,Estimation directe
5668,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 3P,7.1,8.4,9.5,10.7,11.6,9.4,500.0,580.0,647.0,729.0,815.0,662.0,70.0,3351.0,Estimation directe
5669,B6700,2020,Eurométropole de Strasbourg,,,,8.3,9.5,11.1,13.3,16.6,10.7,380.0,460.0,571.0,707.0,880.0,618.0,58.0,3813.0,Estimation directe
5670,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 4P+,6.3,7.8,9.3,10.6,12.5,9.2,639.0,724.0,855.0,1080.0,1262.0,942.0,102.0,404.0,Estimation directe
5671,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 1P,11.8,13.2,15.3,17.8,20.0,14.9,309.0,352.0,392.0,420.0,462.0,387.0,26.0,1039.0,Estimation directe
5672,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 2P,9.5,10.4,11.6,12.9,14.0,11.5,450.0,491.0,535.0,580.0,632.0,540.0,47.0,1357.0,Estimation directe
5673,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 3P,8.1,9.2,10.1,11.0,12.2,10.1,560.0,617.0,671.0,730.0,800.0,686.0,68.0,1013.0,Estimation directe
5674,B6700,2020,Eurométropole de Strasbourg,,,,7.1,8.4,9.8,11.8,14.1,9.5,390.0,487.0,600.0,750.0,943.0,646.0,68.0,7645.0,Estimation directe
5675,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 4P+,6.4,7.5,8.5,9.5,10.9,8.5,610.0,700.0,820.0,1002.0,1302.0,903.0,107.0,1417.0,Estimation directe
5676,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 1P,10.7,12.2,14.6,17.0,19.3,14.2,301.0,340.0,380.0,415.0,460.0,380.0,27.0,1374.0,Estimation directe
5677,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 2P,8.5,9.6,11.0,12.3,14.0,10.9,418.0,465.0,517.0,573.0,630.0,523.0,48.0,2516.0,Estimation directe
5678,B6700,2020,Eurométropole de Strasbourg,Ensemble,,Ensemble 3P,6.9,8.1,9.3,10.5,11.5,9.2,488.0,563.0,639.0,726.0,823.0,654.0,71.0,2338.0,Estimation directe
5679,B6700,2020,Eurométropole de Strasbourg,,Avant 1946,,7.2,8.3,9.6,11.5,14.0,9.4,406.0,495.0,612.0,790.0,1050.0,686.0,73.0,3034.0,Estimation directe
5680,B6700,2020,Eurométropole de Strasbourg,Ensemble,Avant 1946,Ensemble 4P+,6.3,7.6,8.6,9.6,10.9,8.5,635.0,750.0,870.0,1100.0,1400.0,969.0,114.0,738.0,Estimation directe
5681,B6700,2020,Eurométropole de Strasbourg,Ensemble,Avant 1946,Ensemble 1P,9.2,12.7,16.0,18.5,20.5,14.5,350.0,370.0,400.0,424.0,473.0,403.0,28.0,386.0,Estimation directe
5682,B6700,2020,Eurométropole de Strasbourg,Ensemble,Avant 1946,Ensemble 2P,8.3,9.3,10.8,12.6,14.6,10.8,400.0,449.0,508.0,575.0,653.0,518.0,48.0,943.0,Estimation directe
5683,B6700,2020,Eurométropole de Strasbourg,Ensemble,Avant 1946,Ensemble 3P,7.1,8.0,9.4,10.6,12.1,9.4,480.0,540.0,621.0,740.0,848.0,649.0,69.0,967.0,Estimation directe
5684,B6700,2020,Eurométropole de Strasbourg,,Avant 1946,,8.2,9.4,10.9,12.7,15.7,10.5,414.0,500.0,631.0,770.0,1070.0,683.0,65.0,844.0,Estimation directe
5685,B6700,2020,Eurométropole de Strasbourg,,Avant 1946,,7.0,8.0,9.3,11.0,13.2,9.1,404.0,493.0,607.0,790.0,1048.0,687.0,75.0,2190.0,Estimation directe
5686,B6700,2020,Eurométropole de Strasbourg,,Entre 1946-1970,,6.9,8.0,9.6,11.7,15.8,9.3,370.0,490.0,600.0,760.0,970.0,651.0,70.0,1626.0,Estimation directe
5687,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1946-1970,Ensemble 4P+,6.3,7.3,8.5,9.5,11.3,8.5,599.0,700.0,770.0,991.0,1250.0,875.0,103.0,371.0,Estimation directe
5688,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1946-1970,Ensemble 1P,11.6,12.9,15.8,17.0,18.8,15.0,250.0,330.0,365.0,402.0,450.0,367.0,25.0,427.0,Estimation directe
5689,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1946-1970,Ensemble 2P,8.1,9.5,10.6,12.2,14.0,10.7,400.0,460.0,500.0,565.0,612.0,512.0,48.0,376.0,Estimation directe
5690,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1946-1970,Ensemble 3P,6.7,7.9,9.0,10.3,11.1,8.8,520.0,559.0,623.0,700.0,835.0,651.0,74.0,452.0,Estimation directe
5691,B6700,2020,Eurométropole de Strasbourg,,Entre 1946-1970,,7.7,9.3,11.3,15.7,17.1,10.3,332.0,415.0,570.0,722.0,1080.0,636.0,62.0,500.0,Estimation directe
5692,B6700,2020,Eurométropole de Strasbourg,,Entre 1946-1970,,6.8,7.8,9.2,11.1,13.1,9.0,386.0,500.0,610.0,760.0,908.0,656.0,73.0,1126.0,Estimation directe
5693,B6700,2020,Eurométropole de Strasbourg,,Entre 1971-1990,,7.1,8.6,10.4,12.6,16.0,9.8,360.0,435.0,540.0,640.0,781.0,568.0,58.0,2129.0,Estimation directe
5694,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1971-1990,Ensemble 4P+,6.2,6.5,7.9,9.0,11.0,8.1,581.0,630.0,734.0,858.0,1150.0,813.0,100.0,253.0,Estimation directe
5695,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1971-1990,Ensemble 1P,10.7,12.0,14.1,16.9,18.9,14.0,315.0,350.0,385.0,420.0,454.0,385.0,27.0,615.0,Estimation directe
5696,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1971-1990,Ensemble 2P,8.7,9.8,10.8,12.0,13.5,10.8,447.0,476.0,529.0,585.0,630.0,536.0,49.0,783.0,Estimation directe
5697,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1971-1990,Ensemble 3P,6.9,8.0,8.8,9.8,10.8,8.7,500.0,550.0,617.0,685.0,780.0,633.0,72.0,478.0,Estimation directe
5698,B6700,2020,Eurométropole de Strasbourg,,Entre 1971-1990,,7.8,9.3,10.9,13.6,16.7,10.5,368.0,420.0,522.0,630.0,750.0,570.0,54.0,640.0,Estimation directe
5699,B6700,2020,Eurométropole de Strasbourg,,Entre 1971-1990,,7.0,8.4,10.1,12.1,15.8,9.6,357.0,447.0,549.0,641.0,814.0,568.0,59.0,1489.0,Estimation directe
5700,B6700,2020,Eurométropole de Strasbourg,,Entre 1991-2005,,8.2,9.2,10.7,12.8,15.2,10.4,391.0,490.0,580.0,730.0,938.0,631.0,61.0,1720.0,Estimation directe
5701,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1991-2005,Ensemble 4P+,7.3,8.4,9.4,11.0,12.3,9.6,700.0,780.0,938.0,1000.0,1295.0,949.0,99.0,210.0,Estimation directe
5702,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1991-2005,Ensemble 1P,12.2,13.6,15.7,18.3,20.5,15.6,320.0,350.0,392.0,425.0,470.0,393.0,25.0,338.0,Estimation directe
5703,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1991-2005,Ensemble 2P,8.6,9.9,11.3,12.8,13.8,11.1,451.0,490.0,532.0,564.0,608.0,532.0,48.0,643.0,Estimation directe
5704,B6700,2020,Eurométropole de Strasbourg,Ensemble,Entre 1991-2005,Ensemble 3P,8.0,8.8,9.6,10.7,11.4,9.6,550.0,602.0,680.0,740.0,800.0,682.0,71.0,529.0,Estimation directe
5705,B6700,2020,Eurométropole de Strasbourg,,Entre 1991-2005,,8.9,9.5,11.0,13.8,18.1,11.1,395.0,484.0,560.0,680.0,813.0,597.0,54.0,526.0,Estimation directe
5706,B6700,2020,Eurométropole de Strasbourg,,Entre 1991-2005,,8.0,9.0,10.5,12.2,14.3,10.2,391.0,493.0,583.0,750.0,950.0,646.0,63.0,1194.0,Estimation directe
5707,B6700,2020,Eurométropole de Strasbourg,,Après 2005,,9.0,10.2,11.1,12.6,13.9,10.9,394.0,510.0,630.0,715.0,860.0,629.0,58.0,2949.0,Estimation directe
5708,B6700,2020,Eurométropole de Strasbourg,Ensemble,Après 2005,Ensemble 4P+,7.5,8.5,9.7,10.6,11.0,9.4,673.0,742.0,845.0,910.0,982.0,860.0,91.0,249.0,Estimation directe
5709,B6700,2020,Eurométropole de Strasbourg,Ensemble,Après 2005,Ensemble 1P,12.2,12.9,13.5,14.2,15.8,13.6,256.0,300.0,349.0,380.0,426.0,347.0,25.0,647.0,Estimation directe
5710,B6700,2020,Eurométropole de Strasbourg,Ensemble,Après 2005,Ensemble 2P,10.5,11.4,12.1,12.9,14.4,12.2,469.0,500.0,529.0,577.0,630.0,541.0,44.0,1128.0,Estimation directe
5711,B6700,2020,Eurométropole de Strasbourg,Ensemble,Après 2005,Ensemble 3P,8.9,10.0,10.6,11.1,12.1,10.6,608.0,648.0,694.0,737.0,820.0,711.0,67.0,925.0,Estimation directe
5712,B6700,2020,Eurométropole de Strasbourg,,Après 2005,,9.6,10.5,11.4,12.9,14.1,11.2,363.0,490.0,592.0,710.0,800.0,593.0,53.0,1303.0,Estimation directe
5713,B6700,2020,Eurométropole de Strasbourg,,Après 2005,,8.8,10.0,11.0,12.3,13.7,10.7,463.0,535.0,650.0,725.0,900.0,654.0,61.0,1646.0,Estimation directe
5714,B6700,2020,Eurométropole de Strasbourg,Maison,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,118.0,
5715,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,23.0,Estimation directe
5716,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,95.0,
5717,B6700,2020,Eurométropole de Strasbourg,Maison,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,18.0,Estimation directe
5718,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,Estimation directe
5719,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,Estimation directe
5720,B6700,2020,Eurométropole de Strasbourg,Maison,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,100.0,
5721,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,17.0,Estimation directe
5722,B6700,2020,Eurométropole de Strasbourg,Maison,,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,83.0,
5723,B6700,2020,Eurométropole de Strasbourg,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,37.0,Estimation directe
5724,B6700,2020,Eurométropole de Strasbourg,Maison,Avant 1946,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,Estimation directe
5725,B6700,2020,Eurométropole de Strasbourg,Maison,Avant 1946,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,Estimation directe
5726,B6700,2020,Eurométropole de Strasbourg,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,Estimation directe
5727,B6700,2020,Eurométropole de Strasbourg,Maison,Avant 1946,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,Estimation directe
5728,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,32.0,Estimation directe
5729,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1946-1970,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,Estimation directe
5730,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1946-1970,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,27.0,Estimation directe
5731,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,Estimation directe
5732,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1946-1970,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,Estimation directe
5733,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,22.0,Estimation directe
5734,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1971-1990,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,Estimation directe
5735,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1971-1990,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,19.0,Estimation directe
5736,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,Estimation directe
5737,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1971-1990,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,20.0,Estimation directe
5738,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,17.0,Estimation directe
5739,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1991-2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,Estimation directe
5740,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1991-2005,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,12.0,Estimation directe
5741,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,Estimation directe
5742,B6700,2020,Eurométropole de Strasbourg,Maison,Entre 1991-2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,Estimation directe
5743,B6700,2020,Eurométropole de Strasbourg,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,10.0,Estimation directe
5744,B6700,2020,Eurométropole de Strasbourg,Maison,Après 2005,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,Estimation directe
5745,B6700,2020,Eurométropole de Strasbourg,Maison,Après 2005,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,Estimation directe
5746,B6700,2020,Eurométropole de Strasbourg,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,Estimation directe
5747,B6700,2020,Eurométropole de Strasbourg,Maison,Après 2005,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,Estimation directe
5748,B6700,2020,Eurométropole de Strasbourg,Appartement,,,7.5,8.8,10.4,12.2,15.0,9.9,383.0,476.0,585.0,714.0,879.0,625.0,63.0,11340.0,Estimation directe
5749,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 1P,11.0,12.6,14.8,17.3,19.5,14.5,305.0,350.0,383.0,420.0,460.0,383.0,26.0,2413.0,Estimation directe
5750,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 2P,8.8,9.9,11.2,12.6,14.0,11.1,429.0,476.0,522.0,573.0,631.0,528.0,47.0,3865.0,Estimation directe
5751,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 3P,7.1,8.4,9.5,10.7,11.6,9.4,500.0,580.0,645.0,725.0,808.0,659.0,70.0,3336.0,Estimation directe
5752,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 4P+,6.5,7.7,8.7,9.8,11.2,8.7,610.0,700.0,816.0,1017.0,1300.0,901.0,103.0,1726.0,Estimation directe
5753,B6700,2020,Eurométropole de Strasbourg,Appartement,,,8.3,9.6,11.1,13.4,16.6,10.7,380.0,455.0,570.0,700.0,855.0,609.0,57.0,3795.0,Estimation directe
5754,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 1P,11.8,13.2,15.3,17.8,20.0,14.9,309.0,352.0,392.0,420.0,462.0,387.0,26.0,1039.0,Estimation directe
5755,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 2P,9.5,10.4,11.6,12.9,14.0,11.5,450.0,495.0,537.0,580.0,630.0,540.0,47.0,1354.0,Estimation directe
5756,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 3P,8.1,9.2,10.0,11.0,12.2,10.1,560.0,617.0,670.0,729.0,800.0,684.0,68.0,1010.0,Estimation directe
5757,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 4P+,6.9,8.0,9.2,10.5,12.1,9.3,653.0,730.0,852.0,1050.0,1231.0,929.0,100.0,392.0,Estimation directe
5758,B6700,2020,Eurométropole de Strasbourg,Appartement,,,7.3,8.5,10.0,11.9,14.3,9.6,390.0,480.0,590.0,720.0,900.0,632.0,65.0,7545.0,Estimation directe
5759,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 1P,10.7,12.2,14.6,17.0,19.3,14.2,301.0,340.0,380.0,415.0,460.0,380.0,27.0,1374.0,Estimation directe
5760,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 2P,8.6,9.7,11.1,12.4,14.0,11.0,418.0,468.0,517.0,570.0,631.0,523.0,48.0,2511.0,Estimation directe
5761,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 3P,6.9,8.1,9.3,10.5,11.5,9.2,487.0,560.0,635.0,720.0,812.0,651.0,71.0,2326.0,Estimation directe
5762,B6700,2020,Eurométropole de Strasbourg,Appartement,,Appart 4P+,6.5,7.5,8.5,9.6,11.0,8.6,600.0,700.0,806.0,1000.0,1337.0,893.0,104.0,1334.0,Estimation directe
5763,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,,7.3,8.5,9.7,11.6,14.2,9.6,404.0,495.0,601.0,780.0,1043.0,680.0,71.0,2997.0,Estimation directe
5764,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,Appart 1P,9.2,12.7,16.0,18.5,20.5,14.5,350.0,370.0,400.0,424.0,473.0,403.0,28.0,386.0,Estimation directe
5765,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,Appart 2P,8.4,9.4,10.9,12.7,14.7,10.9,400.0,450.0,514.0,580.0,666.0,522.0,48.0,940.0,Estimation directe
5766,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,Appart 3P,7.1,8.0,9.4,10.6,12.1,9.4,480.0,537.0,620.0,740.0,845.0,648.0,69.0,963.0,Estimation directe
5767,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,Appart 4P+,6.8,7.8,8.7,9.7,10.9,8.7,636.0,760.0,881.0,1118.0,1430.0,987.0,113.0,708.0,Estimation directe
5768,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,,8.3,9.4,10.8,12.8,16.0,10.6,410.0,505.0,621.0,769.0,1000.0,676.0,64.0,838.0,Estimation directe
5769,B6700,2020,Eurométropole de Strasbourg,Appartement,Avant 1946,,7.2,8.3,9.4,11.1,13.4,9.3,404.0,490.0,600.0,785.0,1043.0,682.0,73.0,2159.0,Estimation directe
5770,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,,6.9,8.1,9.7,11.8,16.2,9.4,362.0,476.0,600.0,724.0,850.0,619.0,66.0,1594.0,Estimation directe
5771,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,Appart 1P,11.6,12.9,15.8,17.0,18.8,15.0,250.0,330.0,365.0,402.0,450.0,367.0,25.0,427.0,Estimation directe
5772,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,Appart 2P,8.3,9.7,10.7,12.4,14.1,10.9,400.0,460.0,501.0,570.0,614.0,513.0,47.0,375.0,Estimation directe
5773,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,Appart 3P,6.7,7.8,9.0,10.3,11.1,8.8,519.0,555.0,620.0,699.0,810.0,643.0,73.0,448.0,Estimation directe
5774,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,Appart 4P+,6.4,7.3,8.3,9.4,11.2,8.4,599.0,690.0,765.0,880.0,1100.0,821.0,97.0,344.0,Estimation directe
5775,B6700,2020,Eurométropole de Strasbourg,Appartement,Entre 1946-1970,,7.9,9.3,11.3,15.7,17.1,10.5,330.0,400.0,565.0,700.0,961.0,605.0,58.0,494.0,Estimation directe
